DocId,Namespace,Type,Member,linux,osx,win
"M:Microsoft.Win32.Registry.GetValue(System.String,System.String,System.Object)",Microsoft.Win32,Registry,"GetValue(String, String, Object)",X,X,
"M:Microsoft.Win32.Registry.SetValue(System.String,System.String,System.Object)",Microsoft.Win32,Registry,"SetValue(String, String, Object)",X,X,
"M:Microsoft.Win32.Registry.SetValue(System.String,System.String,System.Object,Microsoft.Win32.RegistryValueKind)",Microsoft.Win32,Registry,"SetValue(String, String, Object, RegistryValueKind)",X,X,
M:Microsoft.Win32.RegistryKey.Close,Microsoft.Win32,RegistryKey,Close(),X,X,
M:Microsoft.Win32.RegistryKey.CreateSubKey(System.String),Microsoft.Win32,RegistryKey,CreateSubKey(String),X,X,
"M:Microsoft.Win32.RegistryKey.CreateSubKey(System.String,System.Boolean)",Microsoft.Win32,RegistryKey,"CreateSubKey(String, Boolean)",X,X,
"M:Microsoft.Win32.RegistryKey.CreateSubKey(System.String,System.Boolean,Microsoft.Win32.RegistryOptions)",Microsoft.Win32,RegistryKey,"CreateSubKey(String, Boolean, RegistryOptions)",X,X,
"M:Microsoft.Win32.RegistryKey.CreateSubKey(System.String,Microsoft.Win32.RegistryKeyPermissionCheck)",Microsoft.Win32,RegistryKey,"CreateSubKey(String, RegistryKeyPermissionCheck)",X,X,
"M:Microsoft.Win32.RegistryKey.CreateSubKey(System.String,Microsoft.Win32.RegistryKeyPermissionCheck,Microsoft.Win32.RegistryOptions)",Microsoft.Win32,RegistryKey,"CreateSubKey(String, RegistryKeyPermissionCheck, RegistryOptions)",X,X,
"M:Microsoft.Win32.RegistryKey.CreateSubKey(System.String,Microsoft.Win32.RegistryKeyPermissionCheck,Microsoft.Win32.RegistryOptions,System.Security.AccessControl.RegistrySecurity)",Microsoft.Win32,RegistryKey,"CreateSubKey(String, RegistryKeyPermissionCheck, RegistryOptions, RegistrySecurity)",X,X,
"M:Microsoft.Win32.RegistryKey.CreateSubKey(System.String,Microsoft.Win32.RegistryKeyPermissionCheck,System.Security.AccessControl.RegistrySecurity)",Microsoft.Win32,RegistryKey,"CreateSubKey(String, RegistryKeyPermissionCheck, RegistrySecurity)",X,X,
M:Microsoft.Win32.RegistryKey.DeleteSubKey(System.String),Microsoft.Win32,RegistryKey,DeleteSubKey(String),X,X,
"M:Microsoft.Win32.RegistryKey.DeleteSubKey(System.String,System.Boolean)",Microsoft.Win32,RegistryKey,"DeleteSubKey(String, Boolean)",X,X,
M:Microsoft.Win32.RegistryKey.DeleteSubKeyTree(System.String),Microsoft.Win32,RegistryKey,DeleteSubKeyTree(String),X,X,
"M:Microsoft.Win32.RegistryKey.DeleteSubKeyTree(System.String,System.Boolean)",Microsoft.Win32,RegistryKey,"DeleteSubKeyTree(String, Boolean)",X,X,
M:Microsoft.Win32.RegistryKey.DeleteValue(System.String),Microsoft.Win32,RegistryKey,DeleteValue(String),X,X,
"M:Microsoft.Win32.RegistryKey.DeleteValue(System.String,System.Boolean)",Microsoft.Win32,RegistryKey,"DeleteValue(String, Boolean)",X,X,
M:Microsoft.Win32.RegistryKey.Dispose,Microsoft.Win32,RegistryKey,Dispose(),X,X,
M:Microsoft.Win32.RegistryKey.Flush,Microsoft.Win32,RegistryKey,Flush(),X,X,
M:Microsoft.Win32.RegistryKey.get_Handle,Microsoft.Win32,RegistryKey,get_Handle(),X,X,
M:Microsoft.Win32.RegistryKey.get_SubKeyCount,Microsoft.Win32,RegistryKey,get_SubKeyCount(),X,X,
M:Microsoft.Win32.RegistryKey.get_ValueCount,Microsoft.Win32,RegistryKey,get_ValueCount(),X,X,
M:Microsoft.Win32.RegistryKey.GetAccessControl,Microsoft.Win32,RegistryKey,GetAccessControl(),X,X,
M:Microsoft.Win32.RegistryKey.GetAccessControl(System.Security.AccessControl.AccessControlSections),Microsoft.Win32,RegistryKey,GetAccessControl(AccessControlSections),X,X,
M:Microsoft.Win32.RegistryKey.GetSubKeyNames,Microsoft.Win32,RegistryKey,GetSubKeyNames(),X,X,
M:Microsoft.Win32.RegistryKey.GetValue(System.String),Microsoft.Win32,RegistryKey,GetValue(String),X,X,
"M:Microsoft.Win32.RegistryKey.GetValue(System.String,System.Object)",Microsoft.Win32,RegistryKey,"GetValue(String, Object)",X,X,
"M:Microsoft.Win32.RegistryKey.GetValue(System.String,System.Object,Microsoft.Win32.RegistryValueOptions)",Microsoft.Win32,RegistryKey,"GetValue(String, Object, RegistryValueOptions)",X,X,
M:Microsoft.Win32.RegistryKey.GetValueKind(System.String),Microsoft.Win32,RegistryKey,GetValueKind(String),X,X,
M:Microsoft.Win32.RegistryKey.GetValueNames,Microsoft.Win32,RegistryKey,GetValueNames(),X,X,
"M:Microsoft.Win32.RegistryKey.OpenBaseKey(Microsoft.Win32.RegistryHive,Microsoft.Win32.RegistryView)",Microsoft.Win32,RegistryKey,"OpenBaseKey(RegistryHive, RegistryView)",X,X,
"M:Microsoft.Win32.RegistryKey.OpenRemoteBaseKey(Microsoft.Win32.RegistryHive,System.String)",Microsoft.Win32,RegistryKey,"OpenRemoteBaseKey(RegistryHive, String)",X,X,
"M:Microsoft.Win32.RegistryKey.OpenRemoteBaseKey(Microsoft.Win32.RegistryHive,System.String,Microsoft.Win32.RegistryView)",Microsoft.Win32,RegistryKey,"OpenRemoteBaseKey(RegistryHive, String, RegistryView)",X,X,
M:Microsoft.Win32.RegistryKey.OpenSubKey(System.String),Microsoft.Win32,RegistryKey,OpenSubKey(String),X,X,
"M:Microsoft.Win32.RegistryKey.OpenSubKey(System.String,System.Boolean)",Microsoft.Win32,RegistryKey,"OpenSubKey(String, Boolean)",X,X,
"M:Microsoft.Win32.RegistryKey.OpenSubKey(System.String,Microsoft.Win32.RegistryKeyPermissionCheck)",Microsoft.Win32,RegistryKey,"OpenSubKey(String, RegistryKeyPermissionCheck)",X,X,
"M:Microsoft.Win32.RegistryKey.OpenSubKey(System.String,Microsoft.Win32.RegistryKeyPermissionCheck,System.Security.AccessControl.RegistryRights)",Microsoft.Win32,RegistryKey,"OpenSubKey(String, RegistryKeyPermissionCheck, RegistryRights)",X,X,
"M:Microsoft.Win32.RegistryKey.OpenSubKey(System.String,System.Security.AccessControl.RegistryRights)",Microsoft.Win32,RegistryKey,"OpenSubKey(String, RegistryRights)",X,X,
M:Microsoft.Win32.RegistryKey.SetAccessControl(System.Security.AccessControl.RegistrySecurity),Microsoft.Win32,RegistryKey,SetAccessControl(RegistrySecurity),X,X,
"M:Microsoft.Win32.RegistryKey.SetValue(System.String,System.Object)",Microsoft.Win32,RegistryKey,"SetValue(String, Object)",X,X,
"M:Microsoft.Win32.RegistryKey.SetValue(System.String,System.Object,Microsoft.Win32.RegistryValueKind)",Microsoft.Win32,RegistryKey,"SetValue(String, Object, RegistryValueKind)",X,X,
M:Microsoft.Win32.SafeHandles.SafeAccessTokenHandle.#ctor(System.IntPtr),Microsoft.Win32.SafeHandles,SafeAccessTokenHandle,.ctor(IntPtr),X,X,
M:Microsoft.Win32.SafeHandles.SafeAccessTokenHandle.get_InvalidHandle,Microsoft.Win32.SafeHandles,SafeAccessTokenHandle,get_InvalidHandle(),X,X,
M:Microsoft.Win32.SafeHandles.SafeAccessTokenHandle.get_IsInvalid,Microsoft.Win32.SafeHandles,SafeAccessTokenHandle,get_IsInvalid(),X,X,
M:Microsoft.Win32.SafeHandles.SafeNCryptHandle.#ctor,Microsoft.Win32.SafeHandles,SafeNCryptHandle,.ctor(),X,X,
"M:Microsoft.Win32.SafeHandles.SafeNCryptHandle.#ctor(System.IntPtr,System.Runtime.InteropServices.SafeHandle)",Microsoft.Win32.SafeHandles,SafeNCryptHandle,".ctor(IntPtr, SafeHandle)",X,X,
M:Microsoft.Win32.SafeHandles.SafeNCryptHandle.get_IsInvalid,Microsoft.Win32.SafeHandles,SafeNCryptHandle,get_IsInvalid(),X,X,
M:Microsoft.Win32.SafeHandles.SafeNCryptHandle.ReleaseHandle,Microsoft.Win32.SafeHandles,SafeNCryptHandle,ReleaseHandle(),X,X,
M:Microsoft.Win32.SafeHandles.SafeNCryptKeyHandle.#ctor,Microsoft.Win32.SafeHandles,SafeNCryptKeyHandle,.ctor(),X,X,
"M:Microsoft.Win32.SafeHandles.SafeNCryptKeyHandle.#ctor(System.IntPtr,System.Runtime.InteropServices.SafeHandle)",Microsoft.Win32.SafeHandles,SafeNCryptKeyHandle,".ctor(IntPtr, SafeHandle)",X,X,
M:Microsoft.Win32.SafeHandles.SafeNCryptProviderHandle.#ctor,Microsoft.Win32.SafeHandles,SafeNCryptProviderHandle,.ctor(),X,X,
M:Microsoft.Win32.SafeHandles.SafeNCryptSecretHandle.#ctor,Microsoft.Win32.SafeHandles,SafeNCryptSecretHandle,.ctor(),X,X,
"M:System.Activator.CreateInstance(System.Type,System.Reflection.BindingFlags,System.Reflection.Binder,System.Object[],System.Globalization.CultureInfo,System.Object[])",System,Activator,"CreateInstance(Type, BindingFlags, Binder, Object[], CultureInfo, Object[])",X,X,X
"M:System.Activator.CreateInstance(System.Type,System.Object[],System.Object[])",System,Activator,"CreateInstance(Type, Object[], Object[])",X,X,X
M:System.AppDomain.CreateDomain(System.String),System,AppDomain,CreateDomain(String),X,X,X
"M:System.AppDomain.ExecuteAssembly(System.String,System.String[],System.Byte[],System.Configuration.Assemblies.AssemblyHashAlgorithm)",System,AppDomain,"ExecuteAssembly(String, String[], Byte[], AssemblyHashAlgorithm)",X,X,X
M:System.AppDomain.set_MonitoringIsEnabled(System.Boolean),System,AppDomain,set_MonitoringIsEnabled(Boolean),X,X,X
M:System.ArgIterator.#ctor(System.RuntimeArgumentHandle),System,ArgIterator,.ctor(RuntimeArgumentHandle),X,X,X
"M:System.ArgIterator.#ctor(System.RuntimeArgumentHandle,System.Void*)",System,ArgIterator,".ctor(RuntimeArgumentHandle, Void*)",X,X,X
M:System.ArgIterator.End,System,ArgIterator,End(),X,X,X
M:System.ArgIterator.Equals(System.Object),System,ArgIterator,Equals(Object),X,X,X
M:System.ArgIterator.GetHashCode,System,ArgIterator,GetHashCode(),X,X,X
M:System.ArgIterator.GetNextArg,System,ArgIterator,GetNextArg(),X,X,X
M:System.ArgIterator.GetNextArg(System.RuntimeTypeHandle),System,ArgIterator,GetNextArg(RuntimeTypeHandle),X,X,X
M:System.ArgIterator.GetNextArgType,System,ArgIterator,GetNextArgType(),X,X,X
M:System.ArgIterator.GetRemainingCount,System,ArgIterator,GetRemainingCount(),X,X,X
"M:System.Console.Beep(System.Int32,System.Int32)",System,Console,"Beep(Int32, Int32)",X,X,
M:System.Console.get_CapsLock,System,Console,get_CapsLock(),X,X,
M:System.Console.get_CursorVisible,System,Console,get_CursorVisible(),X,X,
M:System.Console.get_NumberLock,System,Console,get_NumberLock(),X,X,
M:System.Console.get_Title,System,Console,get_Title(),X,X,
"M:System.Console.MoveBufferArea(System.Int32,System.Int32,System.Int32,System.Int32,System.Int32,System.Int32)",System,Console,"MoveBufferArea(Int32, Int32, Int32, Int32, Int32, Int32)",X,X,
"M:System.Console.MoveBufferArea(System.Int32,System.Int32,System.Int32,System.Int32,System.Int32,System.Int32,System.Char,System.ConsoleColor,System.ConsoleColor)",System,Console,"MoveBufferArea(Int32, Int32, Int32, Int32, Int32, Int32, Char, ConsoleColor, ConsoleColor)",X,X,
M:System.Console.set_BufferHeight(System.Int32),System,Console,set_BufferHeight(Int32),X,X,
M:System.Console.set_BufferWidth(System.Int32),System,Console,set_BufferWidth(Int32),X,X,
M:System.Console.set_CursorSize(System.Int32),System,Console,set_CursorSize(Int32),X,X,
M:System.Console.set_WindowHeight(System.Int32),System,Console,set_WindowHeight(Int32),X,X,
M:System.Console.set_WindowLeft(System.Int32),System,Console,set_WindowLeft(Int32),X,X,
M:System.Console.set_WindowTop(System.Int32),System,Console,set_WindowTop(Int32),X,X,
M:System.Console.set_WindowWidth(System.Int32),System,Console,set_WindowWidth(Int32),X,X,
"M:System.Console.SetBufferSize(System.Int32,System.Int32)",System,Console,"SetBufferSize(Int32, Int32)",X,X,
"M:System.Console.SetWindowPosition(System.Int32,System.Int32)",System,Console,"SetWindowPosition(Int32, Int32)",X,X,
"M:System.Console.SetWindowSize(System.Int32,System.Int32)",System,Console,"SetWindowSize(Int32, Int32)",X,X,
"M:System.Delegate.GetObjectData(System.Runtime.Serialization.SerializationInfo,System.Runtime.Serialization.StreamingContext)",System,Delegate,"GetObjectData(SerializationInfo, StreamingContext)",X,X,X
M:System.Exception.add_SerializeObjectState(System.EventHandler{System.Runtime.Serialization.SafeSerializationEventArgs}),System,Exception,add_SerializeObjectState(EventHandler<SafeSerializationEventArgs>),X,X,X
M:System.Exception.remove_SerializeObjectState(System.EventHandler{System.Runtime.Serialization.SafeSerializationEventArgs}),System,Exception,remove_SerializeObjectState(EventHandler<SafeSerializationEventArgs>),X,X,X
M:System.MarshalByRefObject.GetLifetimeService,System,MarshalByRefObject,GetLifetimeService(),X,X,X
M:System.MarshalByRefObject.InitializeLifetimeService,System,MarshalByRefObject,InitializeLifetimeService(),X,X,X
"M:System.OperatingSystem.GetObjectData(System.Runtime.Serialization.SerializationInfo,System.Runtime.Serialization.StreamingContext)",System,OperatingSystem,"GetObjectData(SerializationInfo, StreamingContext)",X,X,X
M:System.ReadOnlySpan`1.CopyTo(System.Span{`0}),System,ReadOnlySpan,CopyTo(Span<T>),X,X,X
M:System.ReadOnlySpan`1.DangerousGetPinnableReference,System,ReadOnlySpan,DangerousGetPinnableReference(),X,X,X
M:System.ReadOnlySpan`1.get_Item(System.Int32),System,ReadOnlySpan,get_Item(Int32),X,X,X
"M:System.ReadOnlySpan`1.op_Equality(System.ReadOnlySpan{`0},System.ReadOnlySpan{`0})",System,ReadOnlySpan,"op_Equality(ReadOnlySpan<T>, ReadOnlySpan<T>)",X,X,X
"M:System.ReadOnlySpan`1.op_Inequality(System.ReadOnlySpan{`0},System.ReadOnlySpan{`0})",System,ReadOnlySpan,"op_Inequality(ReadOnlySpan<T>, ReadOnlySpan<T>)",X,X,X
M:System.ReadOnlySpan`1.Slice(System.Int32),System,ReadOnlySpan,Slice(Int32),X,X,X
"M:System.ReadOnlySpan`1.Slice(System.Int32,System.Int32)",System,ReadOnlySpan,"Slice(Int32, Int32)",X,X,X
M:System.ReadOnlySpan`1.ToArray,System,ReadOnlySpan,ToArray(),X,X,X
M:System.ReadOnlySpan`1.TryCopyTo(System.Span{`0}),System,ReadOnlySpan,TryCopyTo(Span<T>),X,X,X
"M:System.RuntimeFieldHandle.GetObjectData(System.Runtime.Serialization.SerializationInfo,System.Runtime.Serialization.StreamingContext)",System,RuntimeFieldHandle,"GetObjectData(SerializationInfo, StreamingContext)",X,X,X
"M:System.RuntimeMethodHandle.GetObjectData(System.Runtime.Serialization.SerializationInfo,System.Runtime.Serialization.StreamingContext)",System,RuntimeMethodHandle,"GetObjectData(SerializationInfo, StreamingContext)",X,X,X
"M:System.RuntimeTypeHandle.GetObjectData(System.Runtime.Serialization.SerializationInfo,System.Runtime.Serialization.StreamingContext)",System,RuntimeTypeHandle,"GetObjectData(SerializationInfo, StreamingContext)",X,X,X
M:System.Span.AsBytes``1(System.ReadOnlySpan{``0}),System,Span,AsBytes<T>(ReadOnlySpan<T>),X,X,X
M:System.Span.AsBytes``1(System.Span{``0}),System,Span,AsBytes<T>(Span<T>),X,X,X
M:System.Span`1.Clear,System,Span,Clear(),X,X,X
M:System.Span`1.CopyTo(System.Span{`0}),System,Span,CopyTo(Span<T>),X,X,X
M:System.Span`1.DangerousGetPinnableReference,System,Span,DangerousGetPinnableReference(),X,X,X
M:System.Span`1.Fill(`0),System,Span,Fill(T),X,X,X
M:System.Span`1.get_Item(System.Int32),System,Span,get_Item(Int32),X,X,X
M:System.Span.NonPortableCast``2(System.ReadOnlySpan{``0}),System,Span,"NonPortableCast<TFrom, TTo>(ReadOnlySpan<TFrom>)",X,X,X
M:System.Span.NonPortableCast``2(System.Span{``0}),System,Span,"NonPortableCast<TFrom, TTo>(Span<TFrom>)",X,X,X
"M:System.Span`1.op_Equality(System.Span{`0},System.Span{`0})",System,Span,"op_Equality(Span<T>, Span<T>)",X,X,X
M:System.Span`1.op_Implicit(System.Span{`0})~System.ReadOnlySpan{`0},System,Span,op_Implicit(Span<T>),X,X,X
"M:System.Span`1.op_Inequality(System.Span{`0},System.Span{`0})",System,Span,"op_Inequality(Span<T>, Span<T>)",X,X,X
M:System.Span`1.Slice(System.Int32),System,Span,Slice(Int32),X,X,X
"M:System.Span`1.Slice(System.Int32,System.Int32)",System,Span,"Slice(Int32, Int32)",X,X,X
M:System.Span`1.ToArray,System,Span,ToArray(),X,X,X
M:System.Span`1.TryCopyTo(System.Span{`0}),System,Span,TryCopyTo(Span<T>),X,X,X
"M:System.String.Concat(System.Object,System.Object,System.Object,System.Object,__arglist)",System,String,"Concat(Object, Object, Object, Object, __arglist)",X,X,X
"M:System.Type.ReflectionOnlyGetType(System.String,System.Boolean,System.Boolean)",System,Type,"ReflectionOnlyGetType(String, Boolean, Boolean)",X,X,X
M:System.Collections.Generic.LinkedList`1.Enumerator.System#Runtime#Serialization#IDeserializationCallback#OnDeserialization(System.Object),System.Collections.Generic,LinkedList+Enumerator,System.Runtime.Serialization.IDeserializationCallback.OnDeserialization(Object),X,X,X
"M:System.Collections.Generic.LinkedList`1.Enumerator.System#Runtime#Serialization#ISerializable#GetObjectData(System.Runtime.Serialization.SerializationInfo,System.Runtime.Serialization.StreamingContext)",System.Collections.Generic,LinkedList+Enumerator,"System.Runtime.Serialization.ISerializable.GetObjectData(SerializationInfo, StreamingContext)",X,X,X
M:System.Collections.Generic.SortedSet`1.Enumerator.System#Runtime#Serialization#IDeserializationCallback#OnDeserialization(System.Object),System.Collections.Generic,SortedSet+Enumerator,System.Runtime.Serialization.IDeserializationCallback.OnDeserialization(Object),X,X,X
"M:System.Collections.Generic.SortedSet`1.Enumerator.System#Runtime#Serialization#ISerializable#GetObjectData(System.Runtime.Serialization.SerializationInfo,System.Runtime.Serialization.StreamingContext)",System.Collections.Generic,SortedSet+Enumerator,"System.Runtime.Serialization.ISerializable.GetObjectData(SerializationInfo, StreamingContext)",X,X,X
"M:System.Collections.Specialized.NameObjectCollectionBase.#ctor(System.Runtime.Serialization.SerializationInfo,System.Runtime.Serialization.StreamingContext)",System.Collections.Specialized,NameObjectCollectionBase,".ctor(SerializationInfo, StreamingContext)",X,X,X
"M:System.Collections.Specialized.NameObjectCollectionBase.GetObjectData(System.Runtime.Serialization.SerializationInfo,System.Runtime.Serialization.StreamingContext)",System.Collections.Specialized,NameObjectCollectionBase,"GetObjectData(SerializationInfo, StreamingContext)",X,X,X
M:System.Collections.Specialized.NameObjectCollectionBase.OnDeserialization(System.Object),System.Collections.Specialized,NameObjectCollectionBase,OnDeserialization(Object),X,X,X
"M:System.Collections.Specialized.NameValueCollection.#ctor(System.Runtime.Serialization.SerializationInfo,System.Runtime.Serialization.StreamingContext)",System.Collections.Specialized,NameValueCollection,".ctor(SerializationInfo, StreamingContext)",X,X,X
"M:System.Data.SqlTypes.SqlBytes.System#Runtime#Serialization#ISerializable#GetObjectData(System.Runtime.Serialization.SerializationInfo,System.Runtime.Serialization.StreamingContext)",System.Data.SqlTypes,SqlBytes,"System.Runtime.Serialization.ISerializable.GetObjectData(SerializationInfo, StreamingContext)",X,X,X
"M:System.Data.SqlTypes.SqlChars.System#Runtime#Serialization#ISerializable#GetObjectData(System.Runtime.Serialization.SerializationInfo,System.Runtime.Serialization.StreamingContext)",System.Data.SqlTypes,SqlChars,"System.Runtime.Serialization.ISerializable.GetObjectData(SerializationInfo, StreamingContext)",X,X,X
M:System.Diagnostics.Process.get_MainWindowHandle,System.Diagnostics,Process,get_MainWindowHandle(),X,X,
M:System.Diagnostics.Process.get_MaxWorkingSet,System.Diagnostics,Process,get_MaxWorkingSet(),,X,
M:System.Diagnostics.Process.get_MinWorkingSet,System.Diagnostics,Process,get_MinWorkingSet(),,X,
M:System.Diagnostics.Process.get_ProcessorAffinity,System.Diagnostics,Process,get_ProcessorAffinity(),,X,
"M:System.Diagnostics.Process.GetProcessById(System.Int32,System.String)",System.Diagnostics,Process,"GetProcessById(Int32, String)",X,X,
M:System.Diagnostics.Process.GetProcesses(System.String),System.Diagnostics,Process,GetProcesses(String),X,X,
"M:System.Diagnostics.Process.GetProcessesByName(System.String,System.String)",System.Diagnostics,Process,"GetProcessesByName(String, String)",X,X,
M:System.Diagnostics.Process.set_MaxWorkingSet(System.IntPtr),System.Diagnostics,Process,set_MaxWorkingSet(IntPtr),X,X,
M:System.Diagnostics.Process.set_MinWorkingSet(System.IntPtr),System.Diagnostics,Process,set_MinWorkingSet(IntPtr),X,X,
M:System.Diagnostics.Process.set_ProcessorAffinity(System.IntPtr),System.Diagnostics,Process,set_ProcessorAffinity(IntPtr),,X,
"M:System.Diagnostics.Process.Start(System.String,System.String,System.Security.SecureString,System.String)",System.Diagnostics,Process,"Start(String, String, SecureString, String)",X,X,
"M:System.Diagnostics.Process.Start(System.String,System.String,System.String,System.Security.SecureString,System.String)",System.Diagnostics,Process,"Start(String, String, String, SecureString, String)",X,X,
M:System.Diagnostics.ProcessStartInfo.get_Domain,System.Diagnostics,ProcessStartInfo,get_Domain(),X,X,
M:System.Diagnostics.ProcessStartInfo.get_LoadUserProfile,System.Diagnostics,ProcessStartInfo,get_LoadUserProfile(),X,X,
M:System.Diagnostics.ProcessStartInfo.get_Password,System.Diagnostics,ProcessStartInfo,get_Password(),X,X,
M:System.Diagnostics.ProcessStartInfo.get_PasswordInClearText,System.Diagnostics,ProcessStartInfo,get_PasswordInClearText(),X,X,
M:System.Diagnostics.ProcessStartInfo.get_UserName,System.Diagnostics,ProcessStartInfo,get_UserName(),X,X,
M:System.Diagnostics.ProcessStartInfo.set_Domain(System.String),System.Diagnostics,ProcessStartInfo,set_Domain(String),X,X,
M:System.Diagnostics.ProcessStartInfo.set_LoadUserProfile(System.Boolean),System.Diagnostics,ProcessStartInfo,set_LoadUserProfile(Boolean),X,X,
M:System.Diagnostics.ProcessStartInfo.set_Password(System.Security.SecureString),System.Diagnostics,ProcessStartInfo,set_Password(SecureString),X,X,
M:System.Diagnostics.ProcessStartInfo.set_PasswordInClearText(System.String),System.Diagnostics,ProcessStartInfo,set_PasswordInClearText(String),X,X,
M:System.Diagnostics.ProcessStartInfo.set_UserName(System.String),System.Diagnostics,ProcessStartInfo,set_UserName(String),X,X,
M:System.Diagnostics.ProcessThread.get_PriorityLevel,System.Diagnostics,ProcessThread,get_PriorityLevel(),,X,
M:System.Diagnostics.ProcessThread.get_StartTime,System.Diagnostics,ProcessThread,get_StartTime(),,X,
M:System.Diagnostics.ProcessThread.set_PriorityLevel(System.Diagnostics.ThreadPriorityLevel),System.Diagnostics,ProcessThread,set_PriorityLevel(ThreadPriorityLevel),X,X,
M:System.Diagnostics.ProcessThread.set_ProcessorAffinity(System.IntPtr),System.Diagnostics,ProcessThread,set_ProcessorAffinity(IntPtr),X,X,
M:System.Diagnostics.Tracing.EventSource.GetGuid(System.Type),System.Diagnostics.Tracing,EventSource,GetGuid(Type),X,X,X
M:System.Globalization.TextInfo.System#Runtime#Serialization#IDeserializationCallback#OnDeserialization(System.Object),System.Globalization,TextInfo,System.Runtime.Serialization.IDeserializationCallback.OnDeserialization(Object),X,X,X
M:System.IO.DriveInfo.set_VolumeLabel(System.String),System.IO,DriveInfo,set_VolumeLabel(String),X,X,
"M:System.IO.DriveInfo.System#Runtime#Serialization#ISerializable#GetObjectData(System.Runtime.Serialization.SerializationInfo,System.Runtime.Serialization.StreamingContext)",System.IO,DriveInfo,"System.Runtime.Serialization.ISerializable.GetObjectData(SerializationInfo, StreamingContext)",X,X,X
M:System.IO.File.Decrypt(System.String),System.IO,File,Decrypt(String),X,X,X
M:System.IO.File.Encrypt(System.String),System.IO,File,Encrypt(String),X,X,X
M:System.IO.FileInfo.Decrypt,System.IO,FileInfo,Decrypt(),X,X,X
M:System.IO.FileInfo.Encrypt,System.IO,FileInfo,Encrypt(),X,X,X
"M:System.IO.FileStream.Lock(System.Int64,System.Int64)",System.IO,FileStream,"Lock(Int64, Int64)",,X,
"M:System.IO.FileStream.Unlock(System.Int64,System.Int64)",System.IO,FileStream,"Unlock(Int64, Int64)",,X,
M:System.IO.FileSystemAclExtensions.GetAccessControl(System.IO.DirectoryInfo),System.IO,FileSystemAclExtensions,GetAccessControl(DirectoryInfo),X,X,
"M:System.IO.FileSystemAclExtensions.GetAccessControl(System.IO.DirectoryInfo,System.Security.AccessControl.AccessControlSections)",System.IO,FileSystemAclExtensions,"GetAccessControl(DirectoryInfo, AccessControlSections)",X,X,
M:System.IO.FileSystemAclExtensions.GetAccessControl(System.IO.FileInfo),System.IO,FileSystemAclExtensions,GetAccessControl(FileInfo),X,X,
"M:System.IO.FileSystemAclExtensions.GetAccessControl(System.IO.FileInfo,System.Security.AccessControl.AccessControlSections)",System.IO,FileSystemAclExtensions,"GetAccessControl(FileInfo, AccessControlSections)",X,X,
M:System.IO.FileSystemAclExtensions.GetAccessControl(System.IO.FileStream),System.IO,FileSystemAclExtensions,GetAccessControl(FileStream),X,X,
"M:System.IO.FileSystemAclExtensions.SetAccessControl(System.IO.DirectoryInfo,System.Security.AccessControl.DirectorySecurity)",System.IO,FileSystemAclExtensions,"SetAccessControl(DirectoryInfo, DirectorySecurity)",X,X,
"M:System.IO.FileSystemAclExtensions.SetAccessControl(System.IO.FileInfo,System.Security.AccessControl.FileSecurity)",System.IO,FileSystemAclExtensions,"SetAccessControl(FileInfo, FileSecurity)",X,X,
"M:System.IO.FileSystemAclExtensions.SetAccessControl(System.IO.FileStream,System.Security.AccessControl.FileSecurity)",System.IO,FileSystemAclExtensions,"SetAccessControl(FileStream, FileSecurity)",X,X,
"M:System.IO.FileSystemInfo.#ctor(System.Runtime.Serialization.SerializationInfo,System.Runtime.Serialization.StreamingContext)",System.IO,FileSystemInfo,".ctor(SerializationInfo, StreamingContext)",X,X,X
"M:System.IO.FileSystemInfo.GetObjectData(System.Runtime.Serialization.SerializationInfo,System.Runtime.Serialization.StreamingContext)",System.IO,FileSystemInfo,"GetObjectData(SerializationInfo, StreamingContext)",X,X,X
"M:System.IO.IsolatedStorage.IsolatedStorageFile.GetStore(System.IO.IsolatedStorage.IsolatedStorageScope,System.Object)",System.IO.IsolatedStorage,IsolatedStorageFile,"GetStore(IsolatedStorageScope, Object)",X,X,X
"M:System.IO.IsolatedStorage.IsolatedStorageFile.GetStore(System.IO.IsolatedStorage.IsolatedStorageScope,System.Object,System.Object)",System.IO.IsolatedStorage,IsolatedStorageFile,"GetStore(IsolatedStorageScope, Object, Object)",X,X,X
"M:System.IO.IsolatedStorage.IsolatedStorageFile.GetStore(System.IO.IsolatedStorage.IsolatedStorageScope,System.Type)",System.IO.IsolatedStorage,IsolatedStorageFile,"GetStore(IsolatedStorageScope, Type)",X,X,X
"M:System.IO.IsolatedStorage.IsolatedStorageFile.GetStore(System.IO.IsolatedStorage.IsolatedStorageScope,System.Type,System.Type)",System.IO.IsolatedStorage,IsolatedStorageFile,"GetStore(IsolatedStorageScope, Type, Type)",X,X,X
"M:System.IO.IsolatedStorage.IsolatedStorageFileStream.Lock(System.Int64,System.Int64)",System.IO.IsolatedStorage,IsolatedStorageFileStream,"Lock(Int64, Int64)",,X,
"M:System.IO.IsolatedStorage.IsolatedStorageFileStream.Unlock(System.Int64,System.Int64)",System.IO.IsolatedStorage,IsolatedStorageFileStream,"Unlock(Int64, Int64)",,X,
