DocId,Namespace,Type,Member,linux,osx,win
M:System.Net.Sockets.Socket.SendFile(System.String),System.Net.Sockets,Socket,SendFile(String),X,X,
"M:System.Net.Sockets.Socket.SendFile(System.String,System.Byte[],System.Byte[],System.Net.Sockets.TransmitFileOptions)",System.Net.Sockets,Socket,"SendFile(String, Byte[], Byte[], TransmitFileOptions)",X,X,
M:System.Net.Sockets.Socket.SetIPProtectionLevel(System.Net.Sockets.IPProtectionLevel),System.Net.Sockets,Socket,SetIPProtectionLevel(IPProtectionLevel),X,X,
M:System.Net.Sockets.SocketTaskExtensions.AcceptAsync(System.Net.Sockets.Socket),System.Net.Sockets,SocketTaskExtensions,AcceptAsync(Socket),X,X,
"M:System.Net.Sockets.SocketTaskExtensions.AcceptAsync(System.Net.Sockets.Socket,System.Net.Sockets.Socket)",System.Net.Sockets,SocketTaskExtensions,"AcceptAsync(Socket, Socket)",X,X,
"M:System.Net.Sockets.SocketTaskExtensions.ReceiveFromAsync(System.Net.Sockets.Socket,System.ArraySegment{System.Byte},System.Net.Sockets.SocketFlags,System.Net.EndPoint)",System.Net.Sockets,SocketTaskExtensions,"ReceiveFromAsync(Socket, ArraySegment<Byte>, SocketFlags, EndPoint)",X,X,
"M:System.Net.Sockets.SocketTaskExtensions.ReceiveMessageFromAsync(System.Net.Sockets.Socket,System.ArraySegment{System.Byte},System.Net.Sockets.SocketFlags,System.Net.EndPoint)",System.Net.Sockets,SocketTaskExtensions,"ReceiveMessageFromAsync(Socket, ArraySegment<Byte>, SocketFlags, EndPoint)",X,X,
"M:System.Net.Sockets.TcpClient.BeginConnect(System.Net.IPAddress,System.Int32,System.AsyncCallback,System.Object)",System.Net.Sockets,TcpClient,"BeginConnect(IPAddress, Int32, AsyncCallback, Object)",X,X,
"M:System.Net.Sockets.TcpClient.BeginConnect(System.Net.IPAddress[],System.Int32,System.AsyncCallback,System.Object)",System.Net.Sockets,TcpClient,"BeginConnect(IPAddress[], Int32, AsyncCallback, Object)",X,X,
"M:System.Net.Sockets.TcpClient.BeginConnect(System.String,System.Int32,System.AsyncCallback,System.Object)",System.Net.Sockets,TcpClient,"BeginConnect(String, Int32, AsyncCallback, Object)",X,X,
"M:System.Net.Sockets.TcpClient.Connect(System.Net.IPAddress[],System.Int32)",System.Net.Sockets,TcpClient,"Connect(IPAddress[], Int32)",X,X,
M:System.Net.Sockets.TcpClient.Connect(System.Net.IPEndPoint),System.Net.Sockets,TcpClient,Connect(IPEndPoint),X,X,
"M:System.Net.Sockets.TcpClient.Connect(System.String,System.Int32)",System.Net.Sockets,TcpClient,"Connect(String, Int32)",X,X,
M:System.Net.Sockets.TcpListener.AllowNatTraversal(System.Boolean),System.Net.Sockets,TcpListener,AllowNatTraversal(Boolean),X,X,
M:System.Net.Sockets.UdpClient.AllowNatTraversal(System.Boolean),System.Net.Sockets,UdpClient,AllowNatTraversal(Boolean),X,X,
"M:System.Net.Sockets.UdpClient.BeginReceive(System.AsyncCallback,System.Object)",System.Net.Sockets,UdpClient,"BeginReceive(AsyncCallback, Object)",X,X,
M:System.Net.Sockets.UdpClient.Connect(System.Net.IPEndPoint),System.Net.Sockets,UdpClient,Connect(IPEndPoint),X,X,
"M:System.Net.Sockets.UdpClient.Connect(System.String,System.Int32)",System.Net.Sockets,UdpClient,"Connect(String, Int32)",X,X,
M:System.Net.Sockets.UdpClient.Receive(System.Net.IPEndPoint@),System.Net.Sockets,UdpClient,Receive(IPEndPoint),X,X,
M:System.Net.WebSockets.ClientWebSocket.#ctor,System.Net.WebSockets,ClientWebSocket,.ctor(),,,X
"M:System.Net.WebSockets.WebSocket.CreateClientWebSocket(System.IO.Stream,System.String,System.Int32,System.Int32,System.TimeSpan,System.Boolean,System.ArraySegment{System.Byte})",System.Net.WebSockets,WebSocket,"CreateClientWebSocket(Stream, String, Int32, Int32, TimeSpan, Boolean, ArraySegment<Byte>)",X,X,X
M:System.Net.WebSockets.WebSocket.RegisterPrefixes,System.Net.WebSockets,WebSocket,RegisterPrefixes(),X,X,X
M:System.Reflection.Assembly.CreateInstance(System.String),System.Reflection,Assembly,CreateInstance(String),X,X,X
"M:System.Reflection.Assembly.CreateInstance(System.String,System.Boolean)",System.Reflection,Assembly,"CreateInstance(String, Boolean)",X,X,X
"M:System.Reflection.Assembly.CreateInstance(System.String,System.Boolean,System.Reflection.BindingFlags,System.Reflection.Binder,System.Object[],System.Globalization.CultureInfo,System.Object[])",System.Reflection,Assembly,"CreateInstance(String, Boolean, BindingFlags, Binder, Object[], CultureInfo, Object[])",X,X,X
M:System.Reflection.Assembly.ReflectionOnlyLoad(System.Byte[]),System.Reflection,Assembly,ReflectionOnlyLoad(Byte[]),X,X,X
M:System.Reflection.Assembly.ReflectionOnlyLoad(System.String),System.Reflection,Assembly,ReflectionOnlyLoad(String),X,X,X
M:System.Reflection.Assembly.ReflectionOnlyLoadFrom(System.String),System.Reflection,Assembly,ReflectionOnlyLoadFrom(String),X,X,X
"M:System.Reflection.AssemblyName.GetObjectData(System.Runtime.Serialization.SerializationInfo,System.Runtime.Serialization.StreamingContext)",System.Reflection,AssemblyName,"GetObjectData(SerializationInfo, StreamingContext)",X,X,X
M:System.Reflection.AssemblyName.OnDeserialization(System.Object),System.Reflection,AssemblyName,OnDeserialization(Object),X,X,X
M:System.Reflection.DispatchProxy.Create``2,System.Reflection,DispatchProxy,"Create<T, TProxy>()",X,X,X
"M:System.Reflection.Missing.System#Runtime#Serialization#ISerializable#GetObjectData(System.Runtime.Serialization.SerializationInfo,System.Runtime.Serialization.StreamingContext)",System.Reflection,Missing,"System.Runtime.Serialization.ISerializable.GetObjectData(SerializationInfo, StreamingContext)",X,X,X
"M:System.Reflection.Pointer.System#Runtime#Serialization#ISerializable#GetObjectData(System.Runtime.Serialization.SerializationInfo,System.Runtime.Serialization.StreamingContext)",System.Reflection,Pointer,"System.Runtime.Serialization.ISerializable.GetObjectData(SerializationInfo, StreamingContext)",X,X,X
"M:System.Reflection.StrongNameKeyPair.#ctor(System.Runtime.Serialization.SerializationInfo,System.Runtime.Serialization.StreamingContext)",System.Reflection,StrongNameKeyPair,".ctor(SerializationInfo, StreamingContext)",X,X,X
M:System.Reflection.StrongNameKeyPair.#ctor(System.String),System.Reflection,StrongNameKeyPair,.ctor(String),X,X,X
M:System.Reflection.StrongNameKeyPair.get_PublicKey,System.Reflection,StrongNameKeyPair,get_PublicKey(),X,X,X
M:System.Reflection.StrongNameKeyPair.System#Runtime#Serialization#IDeserializationCallback#OnDeserialization(System.Object),System.Reflection,StrongNameKeyPair,System.Runtime.Serialization.IDeserializationCallback.OnDeserialization(Object),X,X,X
"M:System.Reflection.StrongNameKeyPair.System#Runtime#Serialization#ISerializable#GetObjectData(System.Runtime.Serialization.SerializationInfo,System.Runtime.Serialization.StreamingContext)",System.Reflection,StrongNameKeyPair,"System.Runtime.Serialization.ISerializable.GetObjectData(SerializationInfo, StreamingContext)",X,X,X
"M:System.Resources.ResourceManager.GetResourceSet(System.Globalization.CultureInfo,System.Boolean,System.Boolean)",System.Resources,ResourceManager,"GetResourceSet(CultureInfo, Boolean, Boolean)",X,X,X
M:System.Resources.ResourceWriter.Close,System.Resources,ResourceWriter,Close(),X,X,X
M:System.Resources.ResourceWriter.Dispose,System.Resources,ResourceWriter,Dispose(),X,X,X
M:System.Resources.ResourceWriter.Generate,System.Resources,ResourceWriter,Generate(),X,X,X
M:System.Runtime.CompilerServices.DebugInfoGenerator.CreatePdbGenerator,System.Runtime.CompilerServices,DebugInfoGenerator,CreatePdbGenerator(),X,X,X
"M:System.Runtime.InteropServices.ComAwareEventInfo.AddEventHandler(System.Object,System.Delegate)",System.Runtime.InteropServices,ComAwareEventInfo,"AddEventHandler(Object, Delegate)",X,X,X
"M:System.Runtime.InteropServices.ComAwareEventInfo.RemoveEventHandler(System.Object,System.Delegate)",System.Runtime.InteropServices,ComAwareEventInfo,"RemoveEventHandler(Object, Delegate)",X,X,X
"M:System.Runtime.InteropServices.ComEventsHelper.Combine(System.Object,System.Guid,System.Int32,System.Delegate)",System.Runtime.InteropServices,ComEventsHelper,"Combine(Object, Guid, Int32, Delegate)",X,X,X
"M:System.Runtime.InteropServices.ComEventsHelper.Remove(System.Object,System.Guid,System.Int32,System.Delegate)",System.Runtime.InteropServices,ComEventsHelper,"Remove(Object, Guid, Int32, Delegate)",X,X,X
M:System.Runtime.InteropServices.DispatchWrapper.#ctor(System.Object),System.Runtime.InteropServices,DispatchWrapper,.ctor(Object),X,X,X
M:System.Runtime.InteropServices.DispatchWrapper.get_WrappedObject,System.Runtime.InteropServices,DispatchWrapper,get_WrappedObject(),X,X,
M:System.Runtime.InteropServices.Marshal.AddRef(System.IntPtr),System.Runtime.InteropServices,Marshal,AddRef(IntPtr),X,X,
M:System.Runtime.InteropServices.Marshal.BindToMoniker(System.String),System.Runtime.InteropServices,Marshal,BindToMoniker(String),X,X,
"M:System.Runtime.InteropServices.Marshal.ChangeWrapperHandleStrength(System.Object,System.Boolean)",System.Runtime.InteropServices,Marshal,"ChangeWrapperHandleStrength(Object, Boolean)",X,X,
"M:System.Runtime.InteropServices.Marshal.CreateAggregatedObject(System.IntPtr,System.Object)",System.Runtime.InteropServices,Marshal,"CreateAggregatedObject(IntPtr, Object)",X,X,
"M:System.Runtime.InteropServices.Marshal.CreateAggregatedObject``1(System.IntPtr,``0)",System.Runtime.InteropServices,Marshal,"CreateAggregatedObject<T>(IntPtr, T)",X,X,
"M:System.Runtime.InteropServices.Marshal.CreateWrapperOfType(System.Object,System.Type)",System.Runtime.InteropServices,Marshal,"CreateWrapperOfType(Object, Type)",X,X,X
M:System.Runtime.InteropServices.Marshal.CreateWrapperOfType``2(``0),System.Runtime.InteropServices,Marshal,"CreateWrapperOfType<T, TWrapper>(T)",X,X,X
M:System.Runtime.InteropServices.Marshal.FinalReleaseComObject(System.Object),System.Runtime.InteropServices,Marshal,FinalReleaseComObject(Object),X,X,
"M:System.Runtime.InteropServices.Marshal.GetComInterfaceForObject(System.Object,System.Type)",System.Runtime.InteropServices,Marshal,"GetComInterfaceForObject(Object, Type)",X,X,
"M:System.Runtime.InteropServices.Marshal.GetComInterfaceForObject(System.Object,System.Type,System.Runtime.InteropServices.CustomQueryInterfaceMode)",System.Runtime.InteropServices,Marshal,"GetComInterfaceForObject(Object, Type, CustomQueryInterfaceMode)",X,X,
M:System.Runtime.InteropServices.Marshal.GetComInterfaceForObject``2(``0),System.Runtime.InteropServices,Marshal,"GetComInterfaceForObject<T, TInterface>(T)",X,X,
"M:System.Runtime.InteropServices.Marshal.GetComObjectData(System.Object,System.Object)",System.Runtime.InteropServices,Marshal,"GetComObjectData(Object, Object)",X,X,X
M:System.Runtime.InteropServices.Marshal.GetIDispatchForObject(System.Object),System.Runtime.InteropServices,Marshal,GetIDispatchForObject(Object),X,X,X
M:System.Runtime.InteropServices.Marshal.GetIUnknownForObject(System.Object),System.Runtime.InteropServices,Marshal,GetIUnknownForObject(Object),X,X,
"M:System.Runtime.InteropServices.Marshal.GetNativeVariantForObject(System.Object,System.IntPtr)",System.Runtime.InteropServices,Marshal,"GetNativeVariantForObject(Object, IntPtr)",X,X,
"M:System.Runtime.InteropServices.Marshal.GetNativeVariantForObject``1(``0,System.IntPtr)",System.Runtime.InteropServices,Marshal,"GetNativeVariantForObject<T>(T, IntPtr)",X,X,
M:System.Runtime.InteropServices.Marshal.GetObjectForIUnknown(System.IntPtr),System.Runtime.InteropServices,Marshal,GetObjectForIUnknown(IntPtr),X,X,
M:System.Runtime.InteropServices.Marshal.GetObjectForNativeVariant(System.IntPtr),System.Runtime.InteropServices,Marshal,GetObjectForNativeVariant(IntPtr),X,X,
M:System.Runtime.InteropServices.Marshal.GetObjectForNativeVariant``1(System.IntPtr),System.Runtime.InteropServices,Marshal,GetObjectForNativeVariant<T>(IntPtr),X,X,
"M:System.Runtime.InteropServices.Marshal.GetObjectsForNativeVariants(System.IntPtr,System.Int32)",System.Runtime.InteropServices,Marshal,"GetObjectsForNativeVariants(IntPtr, Int32)",X,X,
"M:System.Runtime.InteropServices.Marshal.GetObjectsForNativeVariants``1(System.IntPtr,System.Int32)",System.Runtime.InteropServices,Marshal,"GetObjectsForNativeVariants<T>(IntPtr, Int32)",X,X,
M:System.Runtime.InteropServices.Marshal.GetStartComSlot(System.Type),System.Runtime.InteropServices,Marshal,GetStartComSlot(Type),X,X,
"M:System.Runtime.InteropServices.Marshal.GetTypedObjectForIUnknown(System.IntPtr,System.Type)",System.Runtime.InteropServices,Marshal,"GetTypedObjectForIUnknown(IntPtr, Type)",X,X,
M:System.Runtime.InteropServices.Marshal.GetTypeFromCLSID(System.Guid),System.Runtime.InteropServices,Marshal,GetTypeFromCLSID(Guid),X,X,
M:System.Runtime.InteropServices.Marshal.GetTypeInfoName(System.Runtime.InteropServices.ComTypes.ITypeInfo),System.Runtime.InteropServices,Marshal,GetTypeInfoName(ITypeInfo),X,X,
M:System.Runtime.InteropServices.Marshal.GetUniqueObjectForIUnknown(System.IntPtr),System.Runtime.InteropServices,Marshal,GetUniqueObjectForIUnknown(IntPtr),X,X,
"M:System.Runtime.InteropServices.Marshal.QueryInterface(System.IntPtr,System.Guid@,System.IntPtr@)",System.Runtime.InteropServices,Marshal,"QueryInterface(IntPtr, Guid, IntPtr)",X,X,
M:System.Runtime.InteropServices.Marshal.Release(System.IntPtr),System.Runtime.InteropServices,Marshal,Release(IntPtr),X,X,
M:System.Runtime.InteropServices.Marshal.ReleaseComObject(System.Object),System.Runtime.InteropServices,Marshal,ReleaseComObject(Object),X,X,
"M:System.Runtime.InteropServices.Marshal.SetComObjectData(System.Object,System.Object,System.Object)",System.Runtime.InteropServices,Marshal,"SetComObjectData(Object, Object, Object)",X,X,X
M:System.Runtime.InteropServices.RuntimeEnvironment.get_SystemConfigurationFile,System.Runtime.InteropServices,RuntimeEnvironment,get_SystemConfigurationFile(),X,X,X
"M:System.Runtime.InteropServices.RuntimeEnvironment.GetRuntimeInterfaceAsIntPtr(System.Guid,System.Guid)",System.Runtime.InteropServices,RuntimeEnvironment,"GetRuntimeInterfaceAsIntPtr(Guid, Guid)",X,X,X
"M:System.Runtime.InteropServices.RuntimeEnvironment.GetRuntimeInterfaceAsObject(System.Guid,System.Guid)",System.Runtime.InteropServices,RuntimeEnvironment,"GetRuntimeInterfaceAsObject(Guid, Guid)",X,X,X
M:System.Runtime.InteropServices.WindowsRuntime.DefaultInterfaceAttribute.#ctor(System.Type),System.Runtime.InteropServices.WindowsRuntime,DefaultInterfaceAttribute,.ctor(Type),X,X,
M:System.Runtime.InteropServices.WindowsRuntime.DefaultInterfaceAttribute.get_DefaultInterface,System.Runtime.InteropServices.WindowsRuntime,DefaultInterfaceAttribute,get_DefaultInterface(),X,X,
M:System.Runtime.InteropServices.WindowsRuntime.EventRegistrationToken.Equals(System.Object),System.Runtime.InteropServices.WindowsRuntime,EventRegistrationToken,Equals(Object),X,X,
M:System.Runtime.InteropServices.WindowsRuntime.EventRegistrationToken.GetHashCode,System.Runtime.InteropServices.WindowsRuntime,EventRegistrationToken,GetHashCode(),X,X,
"M:System.Runtime.InteropServices.WindowsRuntime.EventRegistrationToken.op_Equality(System.Runtime.InteropServices.WindowsRuntime.EventRegistrationToken,System.Runtime.InteropServices.WindowsRuntime.EventRegistrationToken)",System.Runtime.InteropServices.WindowsRuntime,EventRegistrationToken,"op_Equality(EventRegistrationToken, EventRegistrationToken)",X,X,
"M:System.Runtime.InteropServices.WindowsRuntime.EventRegistrationToken.op_Inequality(System.Runtime.InteropServices.WindowsRuntime.EventRegistrationToken,System.Runtime.InteropServices.WindowsRuntime.EventRegistrationToken)",System.Runtime.InteropServices.WindowsRuntime,EventRegistrationToken,"op_Inequality(EventRegistrationToken, EventRegistrationToken)",X,X,
M:System.Runtime.InteropServices.WindowsRuntime.EventRegistrationTokenTable`1.#ctor,System.Runtime.InteropServices.WindowsRuntime,EventRegistrationTokenTable,.ctor(),X,X,
M:System.Runtime.InteropServices.WindowsRuntime.EventRegistrationTokenTable`1.AddEventHandler(`0),System.Runtime.InteropServices.WindowsRuntime,EventRegistrationTokenTable,AddEventHandler(T),X,X,
M:System.Runtime.InteropServices.WindowsRuntime.EventRegistrationTokenTable`1.get_InvocationList,System.Runtime.InteropServices.WindowsRuntime,EventRegistrationTokenTable,get_InvocationList(),X,X,
M:System.Runtime.InteropServices.WindowsRuntime.EventRegistrationTokenTable`1.GetOrCreateEventRegistrationTokenTable(System.Runtime.InteropServices.WindowsRuntime.EventRegistrationTokenTable{`0}@),System.Runtime.InteropServices.WindowsRuntime,EventRegistrationTokenTable,GetOrCreateEventRegistrationTokenTable(EventRegistrationTokenTable<T>),X,X,
M:System.Runtime.InteropServices.WindowsRuntime.EventRegistrationTokenTable`1.RemoveEventHandler(System.Runtime.InteropServices.WindowsRuntime.EventRegistrationToken),System.Runtime.InteropServices.WindowsRuntime,EventRegistrationTokenTable,RemoveEventHandler(EventRegistrationToken),X,X,
M:System.Runtime.InteropServices.WindowsRuntime.EventRegistrationTokenTable`1.RemoveEventHandler(`0),System.Runtime.InteropServices.WindowsRuntime,EventRegistrationTokenTable,RemoveEventHandler(T),X,X,
M:System.Runtime.InteropServices.WindowsRuntime.EventRegistrationTokenTable`1.set_InvocationList(`0),System.Runtime.InteropServices.WindowsRuntime,EventRegistrationTokenTable,set_InvocationList(T),X,X,
"M:System.Runtime.InteropServices.WindowsRuntime.InterfaceImplementedInVersionAttribute.#ctor(System.Type,System.Byte,System.Byte,System.Byte,System.Byte)",System.Runtime.InteropServices.WindowsRuntime,InterfaceImplementedInVersionAttribute,".ctor(Type, Byte, Byte, Byte, Byte)",X,X,
M:System.Runtime.InteropServices.WindowsRuntime.InterfaceImplementedInVersionAttribute.get_BuildVersion,System.Runtime.InteropServices.WindowsRuntime,InterfaceImplementedInVersionAttribute,get_BuildVersion(),X,X,
M:System.Runtime.InteropServices.WindowsRuntime.InterfaceImplementedInVersionAttribute.get_InterfaceType,System.Runtime.InteropServices.WindowsRuntime,InterfaceImplementedInVersionAttribute,get_InterfaceType(),X,X,
M:System.Runtime.InteropServices.WindowsRuntime.InterfaceImplementedInVersionAttribute.get_MajorVersion,System.Runtime.InteropServices.WindowsRuntime,InterfaceImplementedInVersionAttribute,get_MajorVersion(),X,X,
M:System.Runtime.InteropServices.WindowsRuntime.InterfaceImplementedInVersionAttribute.get_MinorVersion,System.Runtime.InteropServices.WindowsRuntime,InterfaceImplementedInVersionAttribute,get_MinorVersion(),X,X,
M:System.Runtime.InteropServices.WindowsRuntime.InterfaceImplementedInVersionAttribute.get_RevisionVersion,System.Runtime.InteropServices.WindowsRuntime,InterfaceImplementedInVersionAttribute,get_RevisionVersion(),X,X,
M:System.Runtime.InteropServices.WindowsRuntime.ReadOnlyArrayAttribute.#ctor,System.Runtime.InteropServices.WindowsRuntime,ReadOnlyArrayAttribute,.ctor(),X,X,
M:System.Runtime.InteropServices.WindowsRuntime.ReturnValueNameAttribute.#ctor(System.String),System.Runtime.InteropServices.WindowsRuntime,ReturnValueNameAttribute,.ctor(String),X,X,
M:System.Runtime.InteropServices.WindowsRuntime.ReturnValueNameAttribute.get_Name,System.Runtime.InteropServices.WindowsRuntime,ReturnValueNameAttribute,get_Name(),X,X,
"M:System.Runtime.InteropServices.WindowsRuntime.WindowsRuntimeMarshal.AddEventHandler``1(System.Func{``0,System.Runtime.InteropServices.WindowsRuntime.EventRegistrationToken},System.Action{System.Runtime.InteropServices.WindowsRuntime.EventRegistrationToken},``0)",System.Runtime.InteropServices.WindowsRuntime,WindowsRuntimeMarshal,"AddEventHandler<T>(Func<T, EventRegistrationToken>, Action<EventRegistrationToken>, T)",X,X,
M:System.Runtime.InteropServices.WindowsRuntime.WindowsRuntimeMarshal.FreeHString(System.IntPtr),System.Runtime.InteropServices.WindowsRuntime,WindowsRuntimeMarshal,FreeHString(IntPtr),X,X,X
M:System.Runtime.InteropServices.WindowsRuntime.WindowsRuntimeMarshal.GetActivationFactory(System.Type),System.Runtime.InteropServices.WindowsRuntime,WindowsRuntimeMarshal,GetActivationFactory(Type),X,X,
M:System.Runtime.InteropServices.WindowsRuntime.WindowsRuntimeMarshal.PtrToStringHString(System.IntPtr),System.Runtime.InteropServices.WindowsRuntime,WindowsRuntimeMarshal,PtrToStringHString(IntPtr),X,X,X
M:System.Runtime.InteropServices.WindowsRuntime.WindowsRuntimeMarshal.RemoveAllEventHandlers(System.Action{System.Runtime.InteropServices.WindowsRuntime.EventRegistrationToken}),System.Runtime.InteropServices.WindowsRuntime,WindowsRuntimeMarshal,RemoveAllEventHandlers(Action<EventRegistrationToken>),X,X,
"M:System.Runtime.InteropServices.WindowsRuntime.WindowsRuntimeMarshal.RemoveEventHandler``1(System.Action{System.Runtime.InteropServices.WindowsRuntime.EventRegistrationToken},``0)",System.Runtime.InteropServices.WindowsRuntime,WindowsRuntimeMarshal,"RemoveEventHandler<T>(Action<EventRegistrationToken>, T)",X,X,
M:System.Runtime.InteropServices.WindowsRuntime.WindowsRuntimeMarshal.StringToHString(System.String),System.Runtime.InteropServices.WindowsRuntime,WindowsRuntimeMarshal,StringToHString(String),X,X,X
M:System.Runtime.InteropServices.WindowsRuntime.WriteOnlyArrayAttribute.#ctor,System.Runtime.InteropServices.WindowsRuntime,WriteOnlyArrayAttribute,.ctor(),X,X,
M:System.Runtime.Serialization.XsdDataContractExporter.CanExport(System.Collections.Generic.ICollection{System.Reflection.Assembly}),System.Runtime.Serialization,XsdDataContractExporter,CanExport(ICollection<Assembly>),X,X,X
M:System.Runtime.Serialization.XsdDataContractExporter.CanExport(System.Collections.Generic.ICollection{System.Type}),System.Runtime.Serialization,XsdDataContractExporter,CanExport(ICollection<Type>),X,X,X
M:System.Runtime.Serialization.XsdDataContractExporter.CanExport(System.Type),System.Runtime.Serialization,XsdDataContractExporter,CanExport(Type),X,X,X
M:System.Runtime.Serialization.XsdDataContractExporter.Export(System.Collections.Generic.ICollection{System.Reflection.Assembly}),System.Runtime.Serialization,XsdDataContractExporter,Export(ICollection<Assembly>),X,X,X
M:System.Runtime.Serialization.XsdDataContractExporter.Export(System.Collections.Generic.ICollection{System.Type}),System.Runtime.Serialization,XsdDataContractExporter,Export(ICollection<Type>),X,X,X
M:System.Runtime.Serialization.XsdDataContractExporter.Export(System.Type),System.Runtime.Serialization,XsdDataContractExporter,Export(Type),X,X,X
M:System.Runtime.Serialization.XsdDataContractExporter.get_Schemas,System.Runtime.Serialization,XsdDataContractExporter,get_Schemas(),X,X,X
"M:System.Security.AccessControl.AccessRule.#ctor(System.Security.Principal.IdentityReference,System.Int32,System.Boolean,System.Security.AccessControl.InheritanceFlags,System.Security.AccessControl.PropagationFlags,System.Security.AccessControl.AccessControlType)",System.Security.AccessControl,AccessRule,".ctor(IdentityReference, Int32, Boolean, InheritanceFlags, PropagationFlags, AccessControlType)",X,X,
"M:System.Security.AccessControl.AccessRule`1.#ctor(System.Security.Principal.IdentityReference,`0,System.Security.AccessControl.AccessControlType)",System.Security.AccessControl,AccessRule,".ctor(IdentityReference, T, AccessControlType)",X,X,
"M:System.Security.AccessControl.AccessRule`1.#ctor(System.Security.Principal.IdentityReference,`0,System.Security.AccessControl.InheritanceFlags,System.Security.AccessControl.PropagationFlags,System.Security.AccessControl.AccessControlType)",System.Security.AccessControl,AccessRule,".ctor(IdentityReference, T, InheritanceFlags, PropagationFlags, AccessControlType)",X,X,
"M:System.Security.AccessControl.AccessRule`1.#ctor(System.String,`0,System.Security.AccessControl.AccessControlType)",System.Security.AccessControl,AccessRule,".ctor(String, T, AccessControlType)",X,X,
"M:System.Security.AccessControl.AccessRule`1.#ctor(System.String,`0,System.Security.AccessControl.InheritanceFlags,System.Security.AccessControl.PropagationFlags,System.Security.AccessControl.AccessControlType)",System.Security.AccessControl,AccessRule,".ctor(String, T, InheritanceFlags, PropagationFlags, AccessControlType)",X,X,
M:System.Security.AccessControl.AccessRule.get_AccessControlType,System.Security.AccessControl,AccessRule,get_AccessControlType(),X,X,
M:System.Security.AccessControl.AccessRule`1.get_Rights,System.Security.AccessControl,AccessRule,get_Rights(),X,X,
M:System.Security.AccessControl.AceEnumerator.get_Current,System.Security.AccessControl,AceEnumerator,get_Current(),X,X,
M:System.Security.AccessControl.AceEnumerator.MoveNext,System.Security.AccessControl,AceEnumerator,MoveNext(),X,X,
M:System.Security.AccessControl.AceEnumerator.Reset,System.Security.AccessControl,AceEnumerator,Reset(),X,X,
M:System.Security.AccessControl.AceEnumerator.System#Collections#IEnumerator#get_Current,System.Security.AccessControl,AceEnumerator,System.Collections.IEnumerator.get_Current(),X,X,
"M:System.Security.AccessControl.AuditRule.#ctor(System.Security.Principal.IdentityReference,System.Int32,System.Boolean,System.Security.AccessControl.InheritanceFlags,System.Security.AccessControl.PropagationFlags,System.Security.AccessControl.AuditFlags)",System.Security.AccessControl,AuditRule,".ctor(IdentityReference, Int32, Boolean, InheritanceFlags, PropagationFlags, AuditFlags)",X,X,
"M:System.Security.AccessControl.AuditRule`1.#ctor(System.Security.Principal.IdentityReference,`0,System.Security.AccessControl.AuditFlags)",System.Security.AccessControl,AuditRule,".ctor(IdentityReference, T, AuditFlags)",X,X,
"M:System.Security.AccessControl.AuditRule`1.#ctor(System.Security.Principal.IdentityReference,`0,System.Security.AccessControl.InheritanceFlags,System.Security.AccessControl.PropagationFlags,System.Security.AccessControl.AuditFlags)",System.Security.AccessControl,AuditRule,".ctor(IdentityReference, T, InheritanceFlags, PropagationFlags, AuditFlags)",X,X,
"M:System.Security.AccessControl.AuditRule`1.#ctor(System.String,`0,System.Security.AccessControl.AuditFlags)",System.Security.AccessControl,AuditRule,".ctor(String, T, AuditFlags)",X,X,
"M:System.Security.AccessControl.AuditRule`1.#ctor(System.String,`0,System.Security.AccessControl.InheritanceFlags,System.Security.AccessControl.PropagationFlags,System.Security.AccessControl.AuditFlags)",System.Security.AccessControl,AuditRule,".ctor(String, T, InheritanceFlags, PropagationFlags, AuditFlags)",X,X,
M:System.Security.AccessControl.AuditRule.get_AuditFlags,System.Security.AccessControl,AuditRule,get_AuditFlags(),X,X,
M:System.Security.AccessControl.AuditRule`1.get_Rights,System.Security.AccessControl,AuditRule,get_Rights(),X,X,
"M:System.Security.AccessControl.AuthorizationRule.#ctor(System.Security.Principal.IdentityReference,System.Int32,System.Boolean,System.Security.AccessControl.InheritanceFlags,System.Security.AccessControl.PropagationFlags)",System.Security.AccessControl,AuthorizationRule,".ctor(IdentityReference, Int32, Boolean, InheritanceFlags, PropagationFlags)",X,X,
M:System.Security.AccessControl.AuthorizationRule.get_AccessMask,System.Security.AccessControl,AuthorizationRule,get_AccessMask(),X,X,
M:System.Security.AccessControl.AuthorizationRule.get_IdentityReference,System.Security.AccessControl,AuthorizationRule,get_IdentityReference(),X,X,
M:System.Security.AccessControl.AuthorizationRule.get_InheritanceFlags,System.Security.AccessControl,AuthorizationRule,get_InheritanceFlags(),X,X,
M:System.Security.AccessControl.AuthorizationRule.get_IsInherited,System.Security.AccessControl,AuthorizationRule,get_IsInherited(),X,X,
M:System.Security.AccessControl.AuthorizationRule.get_PropagationFlags,System.Security.AccessControl,AuthorizationRule,get_PropagationFlags(),X,X,
M:System.Security.AccessControl.AuthorizationRuleCollection.#ctor,System.Security.AccessControl,AuthorizationRuleCollection,.ctor(),X,X,
M:System.Security.AccessControl.AuthorizationRuleCollection.AddRule(System.Security.AccessControl.AuthorizationRule),System.Security.AccessControl,AuthorizationRuleCollection,AddRule(AuthorizationRule),X,X,
