DocId,Namespace,Type,Member,Site,linux,osx,win
"M:System.ServiceModel.Security.WSSecurityTokenSerializer.#ctor(System.ServiceModel.Security.SecurityVersion,System.Boolean,System.IdentityModel.Tokens.SamlSerializer,System.ServiceModel.Security.SecurityStateEncoder,System.Collections.Generic.IEnumerable{System.Type})",System.ServiceModel.Security,WSSecurityTokenSerializer,".ctor(SecurityVersion, Boolean, SamlSerializer, SecurityStateEncoder, IEnumerable<Type>)","M:System.ServiceModel.Security.WSSecurityTokenSerializer.#ctor(System.ServiceModel.Security.SecurityVersion,System.ServiceModel.Security.TrustVersion,System.ServiceModel.Security.SecureConversationVersion,System.Boolean,System.IdentityModel.Tokens.SamlSerializer,System.ServiceModel.Security.SecurityStateEncoder,System.Collections.Generic.IEnumerable{System.Type},System.Int32,System.Int32,System.Int32)",X,X,
"M:System.ServiceModel.Security.WSSecurityTokenSerializer.#ctor(System.ServiceModel.Security.SecurityVersion,System.Boolean,System.IdentityModel.Tokens.SamlSerializer,System.ServiceModel.Security.SecurityStateEncoder,System.Collections.Generic.IEnumerable{System.Type},System.Int32,System.Int32,System.Int32)",System.ServiceModel.Security,WSSecurityTokenSerializer,".ctor(SecurityVersion, Boolean, SamlSerializer, SecurityStateEncoder, IEnumerable<Type>, Int32, Int32, Int32)","M:System.ServiceModel.Security.WSSecurityTokenSerializer.#ctor(System.ServiceModel.Security.SecurityVersion,System.ServiceModel.Security.TrustVersion,System.ServiceModel.Security.SecureConversationVersion,System.Boolean,System.IdentityModel.Tokens.SamlSerializer,System.ServiceModel.Security.SecurityStateEncoder,System.Collections.Generic.IEnumerable{System.Type},System.Int32,System.Int32,System.Int32)",X,X,
"M:System.ServiceModel.Security.WSSecurityTokenSerializer.#ctor(System.ServiceModel.Security.SecurityVersion,System.ServiceModel.Security.TrustVersion,System.ServiceModel.Security.SecureConversationVersion,System.Boolean,System.IdentityModel.Tokens.SamlSerializer,System.ServiceModel.Security.SecurityStateEncoder,System.Collections.Generic.IEnumerable{System.Type})",System.ServiceModel.Security,WSSecurityTokenSerializer,".ctor(SecurityVersion, TrustVersion, SecureConversationVersion, Boolean, SamlSerializer, SecurityStateEncoder, IEnumerable<Type>)","M:System.ServiceModel.Security.WSSecurityTokenSerializer.#ctor(System.ServiceModel.Security.SecurityVersion,System.ServiceModel.Security.TrustVersion,System.ServiceModel.Security.SecureConversationVersion,System.Boolean,System.IdentityModel.Tokens.SamlSerializer,System.ServiceModel.Security.SecurityStateEncoder,System.Collections.Generic.IEnumerable{System.Type},System.Int32,System.Int32,System.Int32)",X,X,
"M:System.ServiceModel.Security.WSSecurityTokenSerializer.#ctor(System.ServiceModel.Security.SecurityVersion,System.ServiceModel.Security.TrustVersion,System.ServiceModel.Security.SecureConversationVersion,System.Boolean,System.IdentityModel.Tokens.SamlSerializer,System.ServiceModel.Security.SecurityStateEncoder,System.Collections.Generic.IEnumerable{System.Type},System.Int32,System.Int32,System.Int32)",System.ServiceModel.Security,WSSecurityTokenSerializer,".ctor(SecurityVersion, TrustVersion, SecureConversationVersion, Boolean, SamlSerializer, SecurityStateEncoder, IEnumerable<Type>, Int32, Int32, Int32)","M:System.ServiceModel.Security.WSSecurityTokenSerializer.#ctor(System.ServiceModel.Security.SecurityVersion,System.ServiceModel.Security.TrustVersion,System.ServiceModel.Security.SecureConversationVersion,System.Boolean,System.IdentityModel.Tokens.SamlSerializer,System.ServiceModel.Security.SecurityStateEncoder,System.Collections.Generic.IEnumerable{System.Type},System.Int32,System.Int32,System.Int32)",X,X,
M:System.ServiceModel.Security.WSSecurityTokenSerializer.CanReadKeyIdentifierClauseCore(System.Xml.XmlReader),System.ServiceModel.Security,WSSecurityTokenSerializer,CanReadKeyIdentifierClauseCore(XmlReader),M:System.ServiceModel.Security.WSSecurityTokenSerializer.CanReadKeyIdentifierClauseCore(System.Xml.XmlReader),X,X,
M:System.ServiceModel.Security.WSSecurityTokenSerializer.CanReadKeyIdentifierCore(System.Xml.XmlReader),System.ServiceModel.Security,WSSecurityTokenSerializer,CanReadKeyIdentifierCore(XmlReader),M:System.ServiceModel.Security.WSSecurityTokenSerializer.CanReadKeyIdentifierCore(System.Xml.XmlReader),X,X,
M:System.ServiceModel.Security.WSSecurityTokenSerializer.CanWriteKeyIdentifierClauseCore(System.IdentityModel.Tokens.SecurityKeyIdentifierClause),System.ServiceModel.Security,WSSecurityTokenSerializer,CanWriteKeyIdentifierClauseCore(SecurityKeyIdentifierClause),M:System.ServiceModel.Security.WSSecurityTokenSerializer.CanWriteKeyIdentifierClauseCore(System.IdentityModel.Tokens.SecurityKeyIdentifierClause),X,X,
M:System.ServiceModel.Security.WSSecurityTokenSerializer.CanWriteKeyIdentifierCore(System.IdentityModel.Tokens.SecurityKeyIdentifier),System.ServiceModel.Security,WSSecurityTokenSerializer,CanWriteKeyIdentifierCore(SecurityKeyIdentifier),M:System.ServiceModel.Security.WSSecurityTokenSerializer.CanWriteKeyIdentifierCore(System.IdentityModel.Tokens.SecurityKeyIdentifier),X,X,
M:System.ServiceModel.Security.WSSecurityTokenSerializer.ReadKeyIdentifierClauseCore(System.Xml.XmlReader),System.ServiceModel.Security,WSSecurityTokenSerializer,ReadKeyIdentifierClauseCore(XmlReader),M:System.ServiceModel.Security.WSSecurityTokenSerializer.ReadKeyIdentifierClauseCore(System.Xml.XmlReader),X,X,
M:System.ServiceModel.Security.WSSecurityTokenSerializer.ReadKeyIdentifierCore(System.Xml.XmlReader),System.ServiceModel.Security,WSSecurityTokenSerializer,ReadKeyIdentifierCore(XmlReader),M:System.ServiceModel.Security.WSSecurityTokenSerializer.ReadKeyIdentifierCore(System.Xml.XmlReader),X,X,
"M:System.ServiceModel.Security.WSSecurityTokenSerializer.WriteKeyIdentifierClauseCore(System.Xml.XmlWriter,System.IdentityModel.Tokens.SecurityKeyIdentifierClause)",System.ServiceModel.Security,WSSecurityTokenSerializer,"WriteKeyIdentifierClauseCore(XmlWriter, SecurityKeyIdentifierClause)","M:System.ServiceModel.Security.WSSecurityTokenSerializer.WriteKeyIdentifierClauseCore(System.Xml.XmlWriter,System.IdentityModel.Tokens.SecurityKeyIdentifierClause)",X,X,
"M:System.ServiceModel.Security.WSSecurityTokenSerializer.WriteKeyIdentifierCore(System.Xml.XmlWriter,System.IdentityModel.Tokens.SecurityKeyIdentifier)",System.ServiceModel.Security,WSSecurityTokenSerializer,"WriteKeyIdentifierCore(XmlWriter, SecurityKeyIdentifier)","M:System.ServiceModel.Security.WSSecurityTokenSerializer.WriteKeyIdentifierCore(System.Xml.XmlWriter,System.IdentityModel.Tokens.SecurityKeyIdentifier)",X,X,
"M:System.ServiceModel.Security.WSSecurityTokenSerializer.WriteTokenCore(System.Xml.XmlWriter,System.IdentityModel.Tokens.SecurityToken)",System.ServiceModel.Security,WSSecurityTokenSerializer,"WriteTokenCore(XmlWriter, SecurityToken)","M:System.ServiceModel.Security.WSSecurityTokenSerializer.WriteTokenCore(System.Xml.XmlWriter,System.IdentityModel.Tokens.SecurityToken)",X,X,
M:System.ServiceModel.Security.X509ServiceCertificateAuthentication.set_CertificateValidationMode(System.ServiceModel.Security.X509CertificateValidationMode),System.ServiceModel.Security,X509ServiceCertificateAuthentication,set_CertificateValidationMode(X509CertificateValidationMode),M:System.ServiceModel.Security.X509ServiceCertificateAuthentication.set_CertificateValidationMode(System.ServiceModel.Security.X509CertificateValidationMode),X,X,
"M:System.ServiceModel.Security.Tokens.SecurityContextSecurityToken.CreateCookieSecurityContextToken(System.Xml.UniqueId,System.String,System.Byte[],System.DateTime,System.DateTime,System.Collections.ObjectModel.ReadOnlyCollection{System.IdentityModel.Policy.IAuthorizationPolicy},System.ServiceModel.Security.SecurityStateEncoder)",System.ServiceModel.Security.Tokens,SecurityContextSecurityToken,"CreateCookieSecurityContextToken(UniqueId, String, Byte[], DateTime, DateTime, ReadOnlyCollection<IAuthorizationPolicy>, SecurityStateEncoder)","M:System.ServiceModel.Security.Tokens.SecurityContextCookieSerializer.CreateCookieFromSecurityContext(System.Xml.UniqueId,System.String,System.Byte[],System.DateTime,System.DateTime,System.Xml.UniqueId,System.DateTime,System.DateTime,System.Collections.ObjectModel.ReadOnlyCollection{System.IdentityModel.Policy.IAuthorizationPolicy})",X,X,
"M:System.ServiceModel.Security.Tokens.SecurityContextSecurityToken.CreateCookieSecurityContextToken(System.Xml.UniqueId,System.String,System.Byte[],System.DateTime,System.DateTime,System.Xml.UniqueId,System.DateTime,System.DateTime,System.Collections.ObjectModel.ReadOnlyCollection{System.IdentityModel.Policy.IAuthorizationPolicy},System.ServiceModel.Security.SecurityStateEncoder)",System.ServiceModel.Security.Tokens,SecurityContextSecurityToken,"CreateCookieSecurityContextToken(UniqueId, String, Byte[], DateTime, DateTime, UniqueId, DateTime, DateTime, ReadOnlyCollection<IAuthorizationPolicy>, SecurityStateEncoder)","M:System.ServiceModel.Security.Tokens.SecurityContextCookieSerializer.CreateCookieFromSecurityContext(System.Xml.UniqueId,System.String,System.Byte[],System.DateTime,System.DateTime,System.Xml.UniqueId,System.DateTime,System.DateTime,System.Collections.ObjectModel.ReadOnlyCollection{System.IdentityModel.Policy.IAuthorizationPolicy})",X,X,
M:System.ServiceProcess.ServiceBase.#ctor,System.ServiceProcess,ServiceBase,.ctor(),M:System.ServiceProcess.ServiceBase.#ctor,X,X,
M:System.ServiceProcess.ServiceBase.Dispose(System.Boolean),System.ServiceProcess,ServiceBase,Dispose(Boolean),M:System.ServiceProcess.ServiceBase.Dispose(System.Boolean),X,X,
M:System.ServiceProcess.ServiceBase.get_AutoLog,System.ServiceProcess,ServiceBase,get_AutoLog(),M:System.ServiceProcess.ServiceBase.get_AutoLog,X,X,
M:System.ServiceProcess.ServiceBase.get_CanHandlePowerEvent,System.ServiceProcess,ServiceBase,get_CanHandlePowerEvent(),M:System.ServiceProcess.ServiceBase.get_CanHandlePowerEvent,X,X,
M:System.ServiceProcess.ServiceBase.get_CanHandleSessionChangeEvent,System.ServiceProcess,ServiceBase,get_CanHandleSessionChangeEvent(),M:System.ServiceProcess.ServiceBase.get_CanHandleSessionChangeEvent,X,X,
M:System.ServiceProcess.ServiceBase.get_CanPauseAndContinue,System.ServiceProcess,ServiceBase,get_CanPauseAndContinue(),M:System.ServiceProcess.ServiceBase.get_CanPauseAndContinue,X,X,
M:System.ServiceProcess.ServiceBase.get_CanShutdown,System.ServiceProcess,ServiceBase,get_CanShutdown(),M:System.ServiceProcess.ServiceBase.get_CanShutdown,X,X,
M:System.ServiceProcess.ServiceBase.get_CanStop,System.ServiceProcess,ServiceBase,get_CanStop(),M:System.ServiceProcess.ServiceBase.get_CanStop,X,X,
M:System.ServiceProcess.ServiceBase.get_EventLog,System.ServiceProcess,ServiceBase,get_EventLog(),M:System.ServiceProcess.ServiceBase.get_EventLog,X,X,
M:System.ServiceProcess.ServiceBase.get_ExitCode,System.ServiceProcess,ServiceBase,get_ExitCode(),M:System.ServiceProcess.ServiceBase.get_ExitCode,X,X,
M:System.ServiceProcess.ServiceBase.get_ServiceHandle,System.ServiceProcess,ServiceBase,get_ServiceHandle(),M:System.ServiceProcess.ServiceBase.get_ServiceHandle,X,X,
M:System.ServiceProcess.ServiceBase.get_ServiceName,System.ServiceProcess,ServiceBase,get_ServiceName(),M:System.ServiceProcess.ServiceBase.get_ServiceName,X,X,
M:System.ServiceProcess.ServiceBase.OnContinue,System.ServiceProcess,ServiceBase,OnContinue(),M:System.ServiceProcess.ServiceBase.OnContinue,X,X,
M:System.ServiceProcess.ServiceBase.OnCustomCommand(System.Int32),System.ServiceProcess,ServiceBase,OnCustomCommand(Int32),M:System.ServiceProcess.ServiceBase.OnCustomCommand(System.Int32),X,X,
M:System.ServiceProcess.ServiceBase.OnPause,System.ServiceProcess,ServiceBase,OnPause(),M:System.ServiceProcess.ServiceBase.OnPause,X,X,
M:System.ServiceProcess.ServiceBase.OnPowerEvent(System.ServiceProcess.PowerBroadcastStatus),System.ServiceProcess,ServiceBase,OnPowerEvent(PowerBroadcastStatus),M:System.ServiceProcess.ServiceBase.OnPowerEvent(System.ServiceProcess.PowerBroadcastStatus),X,X,
M:System.ServiceProcess.ServiceBase.OnSessionChange(System.ServiceProcess.SessionChangeDescription),System.ServiceProcess,ServiceBase,OnSessionChange(SessionChangeDescription),M:System.ServiceProcess.ServiceBase.OnSessionChange(System.ServiceProcess.SessionChangeDescription),X,X,
M:System.ServiceProcess.ServiceBase.OnShutdown,System.ServiceProcess,ServiceBase,OnShutdown(),M:System.ServiceProcess.ServiceBase.OnShutdown,X,X,
M:System.ServiceProcess.ServiceBase.OnStart(System.String[]),System.ServiceProcess,ServiceBase,OnStart(String[]),M:System.ServiceProcess.ServiceBase.OnStart(System.String[]),X,X,
M:System.ServiceProcess.ServiceBase.OnStop,System.ServiceProcess,ServiceBase,OnStop(),M:System.ServiceProcess.ServiceBase.OnStop,X,X,
M:System.ServiceProcess.ServiceBase.RequestAdditionalTime(System.Int32),System.ServiceProcess,ServiceBase,RequestAdditionalTime(Int32),M:System.ServiceProcess.ServiceBase.RequestAdditionalTime(System.Int32),X,X,
M:System.ServiceProcess.ServiceBase.Run(System.ServiceProcess.ServiceBase),System.ServiceProcess,ServiceBase,Run(ServiceBase),M:System.ServiceProcess.ServiceBase.Run(System.ServiceProcess.ServiceBase),X,X,
M:System.ServiceProcess.ServiceBase.Run(System.ServiceProcess.ServiceBase[]),System.ServiceProcess,ServiceBase,Run(ServiceBase[]),M:System.ServiceProcess.ServiceBase.Run(System.ServiceProcess.ServiceBase[]),X,X,
"M:System.ServiceProcess.ServiceBase.ServiceMainCallback(System.Int32,System.IntPtr)",System.ServiceProcess,ServiceBase,"ServiceMainCallback(Int32, IntPtr)","M:System.ServiceProcess.ServiceBase.ServiceMainCallback(System.Int32,System.IntPtr)",X,X,
M:System.ServiceProcess.ServiceBase.set_AutoLog(System.Boolean),System.ServiceProcess,ServiceBase,set_AutoLog(Boolean),M:System.ServiceProcess.ServiceBase.set_AutoLog(System.Boolean),X,X,
M:System.ServiceProcess.ServiceBase.set_CanHandlePowerEvent(System.Boolean),System.ServiceProcess,ServiceBase,set_CanHandlePowerEvent(Boolean),M:System.ServiceProcess.ServiceBase.set_CanHandlePowerEvent(System.Boolean),X,X,
M:System.ServiceProcess.ServiceBase.set_CanHandleSessionChangeEvent(System.Boolean),System.ServiceProcess,ServiceBase,set_CanHandleSessionChangeEvent(Boolean),M:System.ServiceProcess.ServiceBase.set_CanHandleSessionChangeEvent(System.Boolean),X,X,
M:System.ServiceProcess.ServiceBase.set_CanPauseAndContinue(System.Boolean),System.ServiceProcess,ServiceBase,set_CanPauseAndContinue(Boolean),M:System.ServiceProcess.ServiceBase.set_CanPauseAndContinue(System.Boolean),X,X,
M:System.ServiceProcess.ServiceBase.set_CanShutdown(System.Boolean),System.ServiceProcess,ServiceBase,set_CanShutdown(Boolean),M:System.ServiceProcess.ServiceBase.set_CanShutdown(System.Boolean),X,X,
M:System.ServiceProcess.ServiceBase.set_CanStop(System.Boolean),System.ServiceProcess,ServiceBase,set_CanStop(Boolean),M:System.ServiceProcess.ServiceBase.set_CanStop(System.Boolean),X,X,
M:System.ServiceProcess.ServiceBase.set_ExitCode(System.Int32),System.ServiceProcess,ServiceBase,set_ExitCode(Int32),M:System.ServiceProcess.ServiceBase.set_ExitCode(System.Int32),X,X,
M:System.ServiceProcess.ServiceBase.set_ServiceName(System.String),System.ServiceProcess,ServiceBase,set_ServiceName(String),M:System.ServiceProcess.ServiceBase.set_ServiceName(System.String),X,X,
M:System.ServiceProcess.ServiceBase.Stop,System.ServiceProcess,ServiceBase,Stop(),M:System.ServiceProcess.ServiceBase.Stop,X,X,
M:System.ServiceProcess.ServiceController.#ctor,System.ServiceProcess,ServiceController,.ctor(),M:System.ServiceProcess.ServiceController.#ctor,X,X,
M:System.ServiceProcess.ServiceController.#ctor(System.String),System.ServiceProcess,ServiceController,.ctor(String),M:System.ServiceProcess.ServiceController.#ctor(System.String),X,X,
"M:System.ServiceProcess.ServiceController.#ctor(System.String,System.String)",System.ServiceProcess,ServiceController,".ctor(String, String)","M:System.ServiceProcess.ServiceController.#ctor(System.String,System.String)",X,X,
